episode,timestep,reward,steps,visibility_pct,survived,mean_action_mag,mean_action_jerk,r_track_sum,r_alive_sum,r_jerk_sum,term_reason
328,63910,121.29,196,100.0,0,0.4849,0.6043,103.693,19.6,0.0,altitude_high
329,64114,132.93,204,100.0,0,0.5139,0.5763,114.525,20.4,0.0,altitude_high
330,64339,223.34,225,100.0,0,0.4929,0.6184,200.841,22.5,0.0,
331,64533,151.29,194,100.0,0,0.4739,0.5746,131.889,19.4,0.0,
332,64888,286.33,355,100.0,0,0.4657,0.6202,250.831,35.5,0.0,
333,65170,43.42,282,62.8,0,0.4518,0.6149,15.223,28.2,0.0,lost_target
334,65398,206.55,228,100.0,0,0.4777,0.5991,183.75,22.8,0.0,
335,65625,202.21,227,100.0,0,0.5223,0.5704,179.51,22.7,0.0,
336,65907,102.31,282,99.6,0,0.4816,0.6078,76.108,28.2,0.0,altitude_low
337,66177,146.19,270,100.0,0,0.4562,0.5824,121.188,27.0,0.0,altitude_high
338,66427,122.87,250,100.0,0,0.4569,0.5978,99.871,25.0,0.0,altitude_high
339,66599,86.47,172,100.0,0,0.4383,0.5649,71.273,17.2,0.0,altitude_high
340,66827,34.88,228,71.9,0,0.4505,0.5949,14.083,22.8,0.0,altitude_low
341,67053,168.89,226,100.0,0,0.4871,0.6402,146.289,22.6,0.0,
342,67273,165.28,220,100.0,0,0.4698,0.5946,143.283,22.0,0.0,
343,67445,160.03,172,100.0,0,0.4725,0.5993,144.832,17.2,0.0,altitude_high
344,67765,270.8,320,100.0,0,0.473,0.6189,238.801,32.0,0.0,
345,68180,287.45,415,100.0,0,0.4695,0.584,245.951,41.5,0.0,
346,68379,141.92,199,100.0,0,0.4766,0.545,122.02,19.9,0.0,
347,68706,226.3,327,100.0,0,0.4781,0.6447,193.599,32.7,0.0,
348,69004,245.63,298,100.0,0,0.4735,0.6116,215.833,29.8,0.0,
349,69401,328.56,397,100.0,0,0.4665,0.6393,288.861,39.7,0.0,
350,69615,186.93,214,100.0,0,0.505,0.6526,165.529,21.4,0.0,
351,69855,176.18,240,100.0,0,0.4564,0.6156,152.179,24.0,0.0,
352,70244,319.75,389,100.0,0,0.4528,0.6296,280.848,38.9,0.0,
353,70535,184.83,291,100.0,0,0.4666,0.6197,155.728,29.1,0.0,
354,70842,266.38,307,100.0,0,0.4674,0.6248,235.679,30.7,0.0,
355,71077,181.29,235,100.0,0,0.4839,0.609,157.787,23.5,0.0,
356,71406,268.45,329,100.0,0,0.4548,0.6493,235.546,32.9,0.0,
357,71758,278.63,352,100.0,0,0.4632,0.6486,243.43,35.2,0.0,
358,71938,163.79,180,100.0,0,0.4358,0.626,147.789,18.0,0.0,altitude_high
359,72201,171.01,263,100.0,0,0.4707,0.654,144.707,26.3,0.0,
360,72450,202.33,249,100.0,0,0.4725,0.5837,179.429,24.9,0.0,altitude_low
361,72875,115.83,425,80.0,0,0.4834,0.5558,73.333,42.5,0.0,
362,73234,296.07,359,100.0,0,0.4699,0.6413,260.169,35.9,0.0,
363,73616,219.57,382,100.0,0,0.4573,0.604,181.372,38.2,0.0,
364,73947,221.77,331,100.0,0,0.4749,0.6146,188.666,33.1,0.0,
365,74199,191.18,252,97.2,0,0.4816,0.6051,165.977,25.2,0.0,
366,74507,166.32,308,100.0,0,0.4564,0.6106,135.517,30.8,0.0,
367,74773,226.75,266,100.0,0,0.4681,0.6313,200.148,26.6,0.0,
368,75106,194.63,333,100.0,0,0.4779,0.6111,161.332,33.3,0.0,
369,75373,147.74,267,100.0,0,0.476,0.6026,121.042,26.7,0.0,
370,75640,205.62,267,100.0,0,0.489,0.6368,178.925,26.7,0.0,
371,75937,209.46,297,100.0,0,0.4618,0.6431,179.758,29.7,0.0,
372,76206,214.03,269,98.9,0,0.4808,0.6126,187.126,26.9,0.0,
373,76437,143.19,231,100.0,0,0.4794,0.6554,120.086,23.1,0.0,
374,76713,150.67,276,100.0,0,0.453,0.6174,123.065,27.6,0.0,
375,77210,296.89,497,100.0,0,0.4507,0.6415,247.191,49.7,0.0,
376,77423,184.83,213,100.0,0,0.472,0.6303,163.526,21.3,0.0,
377,77663,192.04,240,100.0,0,0.4706,0.6308,168.041,24.0,0.0,
378,77913,236.58,250,100.0,0,0.4786,0.6423,211.579,25.0,0.0,
379,78193,184.53,280,100.0,0,0.4726,0.5961,156.529,28.0,0.0,
380,78724,349.56,531,100.0,0,0.4641,0.6361,296.46,53.1,0.0,
381,78994,262.27,270,100.0,0,0.4772,0.6478,235.274,27.0,0.0,
382,79298,177.68,304,100.0,0,0.4625,0.6187,147.278,30.4,0.0,
383,79470,154.86,172,100.0,0,0.4904,0.5846,139.656,17.2,0.0,altitude_high
384,79717,195.7,247,100.0,0,0.4548,0.6435,171.001,24.7,0.0,
385,80214,316.74,497,100.0,0,0.4716,0.6382,267.041,49.7,0.0,
386,80638,337.92,424,100.0,0,0.4524,0.5968,295.515,42.4,0.0,
387,81029,284.04,391,100.0,0,0.4512,0.6273,244.942,39.1,0.0,
388,81328,228.58,299,100.0,0,0.471,0.6332,198.679,29.9,0.0,
389,81546,196.52,218,100.0,0,0.4999,0.6366,174.724,21.8,0.0,
390,81807,179.66,261,100.0,0,0.4705,0.5784,153.559,26.1,0.0,
391,82009,187.21,202,100.0,0,0.5148,0.6588,167.014,20.2,0.0,
392,82339,260.56,330,100.0,0,0.4738,0.6114,227.558,33.0,0.0,
393,82626,219.07,287,100.0,0,0.4773,0.6064,190.366,28.7,0.0,
394,82866,180.96,240,100.0,0,0.471,0.5816,156.962,24.0,0.0,
395,83079,201.59,213,100.0,0,0.4815,0.6435,180.286,21.3,0.0,
396,83539,279.56,460,100.0,0,0.4734,0.5945,233.565,46.0,0.0,
397,84072,391.73,533,100.0,0,0.4729,0.6291,338.431,53.3,0.0,
398,84328,185.88,256,97.7,0,0.465,0.5886,160.281,25.6,0.0,
399,84594,143.22,266,100.0,0,0.4624,0.616,116.62,26.6,0.0,
400,84839,194.89,245,100.0,0,0.4634,0.6127,170.389,24.5,0.0,
401,85235,281.27,396,100.0,0,0.4471,0.611,241.666,39.6,0.0,
402,85479,239.52,244,100.0,0,0.494,0.618,215.124,24.4,0.0,
403,85740,244.28,261,100.0,0,0.4647,0.6195,218.176,26.1,0.0,
404,86046,172.85,306,100.0,0,0.4605,0.5993,142.246,30.6,0.0,
405,86297,214.18,251,100.0,0,0.4662,0.6226,189.078,25.1,0.0,
406,86553,37.11,256,60.9,0,0.4673,0.6205,11.515,25.6,0.0,lost_target
407,86769,137.92,216,100.0,0,0.4645,0.5733,116.315,21.6,0.0,
408,87127,342.32,358,100.0,0,0.4563,0.6052,306.518,35.8,0.0,
409,87335,131.92,208,100.0,0,0.4519,0.5828,111.119,20.8,0.0,
410,87789,278.65,454,100.0,0,0.4475,0.6096,233.248,45.4,0.0,
411,88136,221.26,347,100.0,0,0.4909,0.6251,186.562,34.7,0.0,
412,88458,238.55,322,100.0,0,0.446,0.5795,206.349,32.2,0.0,
413,88945,362.26,487,100.0,0,0.4671,0.636,313.56,48.7,0.0,
414,89182,216.43,237,100.0,0,0.4697,0.6461,192.733,23.7,0.0,
415,89522,235.85,340,100.0,0,0.4714,0.6342,201.848,34.0,0.0,
416,89719,170.11,197,100.0,0,0.4967,0.6187,150.41,19.7,0.0,
417,90235,360.23,516,100.0,0,0.4784,0.6369,308.632,51.6,0.0,
418,90512,190.18,277,100.0,0,0.4793,0.5672,162.485,27.7,0.0,
419,90734,209.19,222,100.0,0,0.4833,0.6042,186.987,22.2,0.0,
420,91072,280.41,338,100.0,0,0.4531,0.6217,246.606,33.8,0.0,
421,91564,-17.58,492,65.9,0,0.4929,0.6355,-66.78,49.2,0.0,lost_target
422,91839,267.41,275,100.0,0,0.4573,0.6262,239.913,27.5,0.0,
423,92054,164.68,215,100.0,0,0.4873,0.6475,143.177,21.5,0.0,
424,92389,202.67,335,100.0,0,0.4439,0.595,169.174,33.5,0.0,
425,92726,259.44,337,100.0,0,0.456,0.6169,225.737,33.7,0.0,
426,92957,143.68,231,100.0,0,0.4707,0.6401,122.578,23.1,0.0,altitude_high
427,93328,312.43,371,100.0,0,0.4543,0.6227,275.334,37.1,0.0,
428,93633,215.71,305,100.0,0,0.4731,0.597,185.213,30.5,0.0,
429,94376,342.57,743,100.0,0,0.4487,0.6272,268.272,74.3,0.0,
430,94786,335.54,410,100.0,0,0.4708,0.6447,294.541,41.0,0.0,
431,95066,277.21,280,100.0,0,0.4562,0.64,249.212,28.0,0.0,
432,95514,308.86,448,100.0,0,0.4648,0.6373,264.061,44.8,0.0,
433,95853,261.89,339,100.0,0,0.4716,0.6284,227.994,33.9,0.0,
434,96091,180.92,238,100.0,0,0.4784,0.5964,157.124,23.8,0.0,
435,96536,241.68,445,100.0,0,0.4691,0.6249,197.178,44.5,0.0,
436,97482,532.56,946,100.0,0,0.4601,0.6055,437.958,94.6,0.0,
437,97779,188.21,297,100.0,0,0.4653,0.6211,158.515,29.7,0.0,
438,98228,328.59,449,100.0,0,0.4706,0.6164,283.689,44.9,0.0,
439,98865,418.43,637,100.0,0,0.4501,0.6202,354.729,63.7,0.0,
440,99124,260.38,259,100.0,0,0.4693,0.6342,234.481,25.9,0.0,
441,99447,7.07,323,69.0,0,0.4604,0.5515,-25.228,32.3,0.0,lost_target
442,99807,285.65,360,100.0,0,0.4776,0.6566,249.653,36.0,0.0,
443,103000,1864.16,3193,100.0,1,0.4538,0.6317,1544.86,319.3,0.0,
444,105831,1565.48,2831,100.0,0,0.4423,0.6502,1282.384,283.1,0.0,
445,107575,1189.33,1744,100.0,0,0.4398,0.6573,1014.935,174.4,0.0,
446,109620,1354.99,2045,100.0,0,0.4362,0.6448,1152.487,204.5,0.0,altitude_high
447,110297,477.23,677,100.0,0,0.4467,0.6678,409.529,67.7,0.0,
448,110503,176.59,206,100.0,0,0.4966,0.6722,155.99,20.6,0.0,
449,110787,225.36,284,100.0,0,0.4637,0.6178,198.958,28.4,0.0,altitude_high
450,113256,1707.01,2469,100.0,0,0.415,0.6344,1460.11,246.9,0.0,
451,113904,496.04,648,100.0,0,0.4502,0.6788,431.238,64.8,0.0,
452,115239,1004.03,1335,100.0,0,0.428,0.6557,870.529,133.5,0.0,
453,117663,1428.97,2424,100.0,0,0.4121,0.6316,1186.566,242.4,0.0,
454,120327,1676.48,2664,100.0,0,0.4217,0.6448,1410.081,266.4,0.0,
455,120767,308.04,440,100.0,0,0.4809,0.5955,264.037,44.0,0.0,
456,121127,151.28,360,100.0,0,0.4434,0.6068,115.283,36.0,0.0,
457,122478,815.14,1351,100.0,0,0.4358,0.6473,680.04,135.1,0.0,
458,125478,2287.23,3000,100.0,0,0.4207,0.6399,1987.225,300.0,0.0,
459,126156,364.73,678,100.0,0,0.4325,0.6459,296.929,67.8,0.0,
460,128160,1351.63,2004,100.0,0,0.4165,0.6264,1153.233,200.4,0.0,altitude_high
461,133000,3439.12,4840,100.0,1,0.4308,0.6507,2955.118,484.0,0.0,
462,134178,576.96,1178,97.5,0,0.4504,0.6352,459.159,117.8,0.0,
463,136019,832.76,1841,94.6,0,0.4343,0.6179,648.658,184.1,0.0,lost_target
464,136752,264.89,733,90.6,0,0.4383,0.619,193.593,73.3,0.0,altitude_low
465,139752,1523.03,3000,100.0,0,0.4384,0.6293,1223.029,300.0,0.0,
466,140395,388.36,643,100.0,0,0.4461,0.6401,324.056,64.3,0.0,
467,141552,565.0,1157,100.0,0,0.4401,0.621,449.301,115.7,0.0,
468,142042,247.65,490,100.0,0,0.4529,0.6519,200.647,49.0,0.0,altitude_low
469,142951,365.66,909,99.4,0,0.4624,0.6335,274.762,90.9,0.0,
470,143329,129.08,378,98.9,0,0.4716,0.6123,91.278,37.8,0.0,
471,145970,1106.07,2641,100.0,0,0.4386,0.6392,841.968,264.1,0.0,
472,148860,1318.25,2890,97.8,0,0.4387,0.635,1031.254,289.0,0.0,altitude_low
473,150760,1005.92,1900,100.0,0,0.4497,0.6136,815.92,190.0,0.0,
474,151071,129.51,311,100.0,0,0.4632,0.6123,100.408,31.1,0.0,altitude_low
475,151829,408.71,758,100.0,0,0.425,0.6358,334.915,75.8,0.0,altitude_low
476,154135,912.11,2306,92.6,0,0.4311,0.6228,681.515,230.6,0.0,lost_target
477,154870,69.46,735,77.4,0,0.4566,0.6357,-4.044,73.5,0.0,lost_target
478,156601,901.65,1731,100.0,0,0.435,0.6355,730.552,173.1,0.0,altitude_low
479,158582,1168.79,1981,100.0,0,0.4362,0.6439,972.69,198.1,0.0,altitude_low
480,161406,1567.07,2824,100.0,0,0.4397,0.6573,1284.666,282.4,0.0,
481,161836,193.32,430,100.0,0,0.4508,0.6211,150.316,43.0,0.0,
482,162890,389.42,1054,100.0,0,0.4433,0.6344,284.015,105.4,0.0,
483,163141,102.34,251,95.6,0,0.4548,0.6173,77.242,25.1,0.0,
484,163666,142.41,525,100.0,0,0.4584,0.6362,89.91,52.5,0.0,
485,164255,303.51,589,100.0,0,0.4443,0.6431,246.615,58.9,0.0,altitude_low
486,164640,189.37,385,100.0,0,0.4525,0.6337,150.874,38.5,0.0,
487,164859,124.73,219,96.8,0,0.4838,0.6117,102.832,21.9,0.0,
488,165369,198.32,510,100.0,0,0.4698,0.6677,147.321,51.0,0.0,
489,165644,184.84,275,100.0,0,0.4781,0.6009,157.342,27.5,0.0,
490,165961,154.76,317,100.0,0,0.4459,0.618,123.064,31.7,0.0,
491,166354,134.63,393,100.0,0,0.4497,0.6455,95.333,39.3,0.0,
492,167278,377.02,924,100.0,0,0.4325,0.6083,284.62,92.4,0.0,
493,167617,82.9,339,95.0,0,0.4544,0.6194,48.997,33.9,0.0,
494,167961,139.56,344,96.8,0,0.4385,0.6176,105.155,34.4,0.0,
495,168539,280.88,578,100.0,0,0.4574,0.6567,225.079,57.8,0.0,altitude_low
496,168769,141.63,230,100.0,0,0.4735,0.6246,118.633,23.0,0.0,
497,169125,179.88,356,99.7,0,0.4575,0.6532,144.281,35.6,0.0,
498,169818,328.42,693,100.0,0,0.4384,0.6532,259.121,69.3,0.0,
499,170763,425.04,945,100.0,0,0.4427,0.6406,330.542,94.5,0.0,
500,171267,245.96,504,100.0,0,0.4527,0.6499,195.556,50.4,0.0,
501,171636,192.54,369,100.0,0,0.4612,0.6284,155.64,36.9,0.0,
502,172007,164.92,371,100.0,0,0.4553,0.6403,127.818,37.1,0.0,
503,172330,123.44,323,100.0,0,0.4578,0.6415,91.142,32.3,0.0,
504,172509,121.72,179,100.0,0,0.4891,0.634,105.819,17.9,0.0,altitude_low
505,173048,265.5,539,100.0,0,0.4541,0.6671,211.603,53.9,0.0,
506,173333,-22.55,285,64.9,0,0.4418,0.6161,-51.047,28.5,0.0,lost_target
507,173558,-54.71,225,55.6,0,0.4189,0.5743,-77.211,22.5,0.0,lost_target
508,173798,123.46,240,100.0,0,0.4619,0.6151,99.464,24.0,0.0,
509,174312,248.34,514,100.0,0,0.4538,0.6291,196.937,51.4,0.0,
510,174606,131.52,294,100.0,0,0.4746,0.6194,104.116,29.4,0.0,altitude_low
511,174959,214.59,353,100.0,0,0.462,0.6247,181.289,35.3,0.0,altitude_low
512,175383,230.74,424,100.0,0,0.4554,0.6274,188.343,42.4,0.0,
513,175785,219.95,402,100.0,0,0.4571,0.6522,181.754,40.2,0.0,altitude_low
514,176357,246.23,572,100.0,0,0.4523,0.6468,191.027,57.2,0.0,altitude_low
515,176601,122.56,244,100.0,0,0.4641,0.6401,98.157,24.4,0.0,
516,177052,179.8,451,100.0,0,0.4633,0.6298,134.697,45.1,0.0,
517,177275,88.26,223,95.5,0,0.4741,0.5902,67.958,22.3,0.0,altitude_low
518,177497,183.07,222,100.0,0,0.4769,0.6625,162.868,22.2,0.0,altitude_low
519,177699,80.9,202,96.0,0,0.4868,0.6479,62.697,20.2,0.0,altitude_low
520,177902,121.82,203,100.0,0,0.4751,0.5969,103.52,20.3,0.0,altitude_low
521,178245,172.54,343,100.0,0,0.4659,0.6467,140.244,34.3,0.0,altitude_low
522,178802,287.49,557,100.0,0,0.449,0.6513,233.793,55.7,0.0,altitude_low
523,179052,140.79,250,100.0,0,0.4545,0.6059,115.793,25.0,0.0,
524,179301,169.86,249,100.0,0,0.4787,0.6341,144.958,24.9,0.0,
525,179688,215.69,387,100.0,0,0.4621,0.6358,176.992,38.7,0.0,
